project_id	archive_name	archive_root	candidate_root	workspace_root	relative_candidate_path	source_type	source_url	display_name	entrypoint_type	framework	runtime	package_manager	lockfile	build_required	build_command	dev_command	output_directory	html_is_complete_document	html_is_fragment	css_files	script_files	remote_scripts	remote_stylesheets	uses_jsx	uses_ts	uses_tsx	uses_react	uses_vue	uses_svelte	uses_scss	uses_less	uses_pug	uses_webgl	uses_canvas	uses_svg_filters	uses_external_assets	requires_workspace_context	license_status	content_hash	name_collision	notes
glasslab-liquid-dom-master-1-liquid-dom-master-packages-core	liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/core	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	liquid-dom-master/packages/core	github	https://github.com/lekandigital/glass-projects-lab	Liquid Dom Master 1 Liquid Dom Master Packages Core	package-app	static-html	browser	pnpm	pnpm-lock.yaml	True	pnpm run build	pnpm run dev	dist	False	False		tsup.config.ts,vitest.config.ts,tests/adaptive-blur.test.ts,tests/layout.test.ts,tests/pointer-controller.test.ts,tests/stacking-context.test.ts,tests/specular.test.ts,src/shaders.ts,src/corner-smoothing.ts,src/sdf.ts,src/types.ts,src/scene.ts,src/layout.ts,src/events.ts,src/sdf-utils.ts,src/index.ts,src/matrix.ts,src/renderer/pointer-controller.ts,src/renderer/content-source.ts,src/renderer/gpu-pass.ts,src/renderer/dom-content-source.ts,src/renderer/content.ts,src/renderer/dom-content-sync.ts,src/renderer/scene-order.ts,src/renderer/backdrop-metrics-state.ts,src/renderer/core.ts,src/renderer/shader-layouts.ts,src/renderer/gpu-constants.ts,src/renderer/gpu-targets.ts,src/renderer/index.ts,src/renderer/interaction.ts,src/renderer/adaptive-blur.ts,src/renderer/gpu-layout.ts,src/renderer/metrics.ts			False	True	False	False	False	False	False	False	False	True	True	False	False	True	unknown	ff78d1f9f5f970b5d438e719de5b1e13cfdff5da1373d4152a92bfd9feae0ed7	False	
glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout	liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/layout	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	liquid-dom-master/packages/layout	github	https://github.com/lekandigital/glass-projects-lab	Liquid Dom Master 1 Liquid Dom Master Packages Layout	package-app	react	browser	pnpm	pnpm-lock.yaml	True	pnpm run build	pnpm run dev	dist	False	False	playground/src/style.css	tsup.config.ts,vitest.config.ts,playground/vite.config.ts,playground/src/App.tsx,playground/src/main.tsx,playground/src/tabs/AnimatedExamplesTab.tsx,playground/src/tabs/PerfProfileTab.tsx,playground/src/tabs/DomLeavesTab.tsx,playground/src/tabs/LayoutCasesTab.tsx,playground/src/tabs/StressTestTab.tsx,playground/src/lib/stress.ts,playground/src/lib/visual.tsx,playground/src/lib/perf.ts,tests/playground.test.ts,tests/core.test.ts,tests/dom.test.ts,src/dom.ts,src/layouts.ts,src/node.ts,src/utils.ts,src/engine.ts,src/animation.ts,src/types.ts,src/global.d.ts,src/index.ts			False	True	True	True	False	False	False	False	False	True	True	False	False	True	unknown	a4ac09a0a330ae4faa4cc8a1caf01223ac194b5f61b2c672c16b10719607fe91	False	
glasslab-liquid-dom-master-1-liquid-dom-master-packages-layout-playground	liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/layout/playground	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	liquid-dom-master/packages/layout/playground	github	https://github.com/lekandigital/glass-projects-lab	Liquid Dom Master 1 Liquid Dom Master Packages Layout Playground	html-document	static-html	browser	pnpm	pnpm-lock.yaml	False				True	False	src/style.css	vite.config.ts,src/App.tsx,src/main.tsx,src/tabs/AnimatedExamplesTab.tsx,src/tabs/PerfProfileTab.tsx,src/tabs/DomLeavesTab.tsx,src/tabs/LayoutCasesTab.tsx,src/tabs/StressTestTab.tsx,src/lib/stress.ts,src/lib/visual.tsx,src/lib/perf.ts			False	True	True	True	False	False	False	False	False	False	False	False	False	True	unknown	80b2347b6ec247084f8627788087f4004857d9e32f4f3c9fa6c3bc67b08d6f1a	False	
glasslab-liquid-dom-master-1-liquid-dom-master-packages-r3f	liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/r3f	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	liquid-dom-master/packages/r3f	github	https://github.com/lekandigital/glass-projects-lab	Liquid Dom Master 1 Liquid Dom Master Packages R3F	package-app	react	browser	pnpm	pnpm-lock.yaml	True	pnpm run build	pnpm run dev	dist	False	False		tsup.config.ts,src/index.tsx			False	True	True	True	False	False	False	False	False	True	True	False	False	True	unknown	f1c7c3f883a8d808cf0bbf89ec8ae7008b6ff83f8ce78408cf4319cc74c23993	False	
glasslab-liquid-dom-master-1-liquid-dom-master-packages-three	liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/three	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	liquid-dom-master/packages/three	github	https://github.com/lekandigital/glass-projects-lab	Liquid Dom Master 1 Liquid Dom Master Packages Three	package-app	static-html	browser	pnpm	pnpm-lock.yaml	True	pnpm run build	pnpm run dev	dist	False	False		tsup.config.ts,src/index.ts			False	True	False	False	False	False	False	False	False	True	True	False	False	True	unknown	2fe58d251ab6f3fb2505ae2d3f13e2f7bfdc777c5a8c39bb5fe19ba2fb63bad3	False	
glasslab-liquid-dom-master-1-liquid-dom-master-packages-react	liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master/packages/react	/Users/lekan/Dev/glass-projects-lab/originals/liquid-dom-master-1/liquid-dom-master	liquid-dom-master/packages/react	github	https://github.com/lekandigital/glass-projects-lab	Liquid Dom Master 1 Liquid Dom Master Packages React	package-app	react	browser	pnpm	pnpm-lock.yaml	True	pnpm run build	pnpm run dev	dist	False	False		tsup.config.ts,vitest.config.ts,tests/react.test.tsx,src/animation.ts,src/animatedProps.ts,src/tree.tsx,src/types.ts,src/components.tsx,src/index.ts,src/canvas.tsx,src/animationConfig.tsx			False	True	True	True	False	False	False	False	False	True	True	False	False	True	unknown	652469598c03ff644669420c921ab50c1e7a01729dd53c6f19365d00224c3c8b	False	
glasslab-untitled-6-untitled-src	untitled-6	/Users/lekan/Dev/glass-projects-lab/originals/untitled-6	/Users/lekan/Dev/glass-projects-lab/originals/untitled-6/untitled/src	/Users/lekan/Dev/glass-projects-lab/originals/untitled-6/untitled/src	untitled/src	github	https://github.com/lekandigital/glass-projects-lab	Untitled 6 Untitled Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css				False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	d0767d087f49d3a3be9b3f257dced047de85a133c84c1f7cfd2c41ed75b47de0	False	
glasslab-liquid-glass-js-main-liquid-glass-js-main	liquid-glass-js-main	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-js-main	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-js-main/liquid-glass-js-main	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-js-main/liquid-glass-js-main	liquid-glass-js-main	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass Js Main Liquid Glass Js Main	html-document	static-html	browser	npm		False				True	False	demo.css,styles.css,controls.css,glass.css	controls.js,demo.js,button.js,container.js	https://cdn.jsdelivr.net/npm/html2canvas@1.4.1/dist/html2canvas.min.js		False	False	False	False	False	False	False	False	False	True	True	False	True	False	unknown	d97767e56bf791da5f89ab7dfb0040db9271b1fd4db4872e33f5df9b782802ae	False	
glasslab-liquid-glass-components-1-liquid-glass-components-src	liquid-glass-components-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-components-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-components-1/liquid-glass-components/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-components-1/liquid-glass-components/src	liquid-glass-components/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass Components 1 Liquid Glass Components Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css	script.js			True	False	False	True	False	False	False	False	False	False	False	True	False	False	unknown	627da6c824fb1cdf54bf82f3872d5351bdcd0363dcb1b51123ff6122b4001b35	False	
glasslab-liquid-glass-tainwildcss-1-liquid-glass-tainwildcss-src	liquid-glass-tainwildcss-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-tainwildcss-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-tainwildcss-1/liquid-glass-tainwildcss/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-tainwildcss-1/liquid-glass-tainwildcss/src	liquid-glass-tainwildcss/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass Tainwildcss 1 Liquid Glass Tainwildcss Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css	script.js			False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	c96eccad152b0af872c552b98f1fcb6e64a246e52b2ca92f2983b22f40dad420	False	
glasslab-liquid-glass-fluid-movement-1-liquid-glass-fluid-movement-src	liquid-glass-fluid-movement-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-fluid-movement-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-fluid-movement-1/liquid-glass-fluid-movement/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-fluid-movement-1/liquid-glass-fluid-movement/src	liquid-glass-fluid-movement/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass Fluid Movement 1 Liquid Glass Fluid Movement Src	html-document	static-html	browser	npm		False				True	False	style.css	script.js			True	False	False	True	False	False	False	False	False	False	False	True	False	False	unknown	15eea9351703fbd0acad5b18e907626fbb212b92dd77cd7be1fc91efedab26e3	False	
glasslab-liquid-glass-react-master-liquid-glass-react-master	liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master	liquid-glass-react-master	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass React Master Liquid Glass React Master	package-app	react	browser	npm	package-lock.json	True	npm run build	npm run dev	dist	False	False	liquid-glass-example/src/styles/globals.css	esbuild.config.js,liquid-glass-example/next.config.ts,liquid-glass-example/src/pages/index.tsx,liquid-glass-example/src/pages/_document.tsx,liquid-glass-example/src/pages/_app.tsx,liquid-glass-example/src/pages/api/hello.ts,src/index.tsx,src/shader-utils.ts,src/utils.ts			False	True	True	True	True	False	True	False	False	False	True	True	False	False	unknown	e5b8d5cabc03813b78ffa9d5b37a5a4d26fbb9065b4e338927b2ae5bb2009085	False	
glasslab-liquid-glass-react-master-liquid-glass-react-master-liquid-glass-example	liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master/liquid-glass-example	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-react-master/liquid-glass-react-master	liquid-glass-react-master/liquid-glass-example	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass React Master Liquid Glass React Master Liquid Glass Example	package-app	nextjs	browser	npm	package-lock.json	True	npm run build	npm run dev	.next	False	False	src/styles/globals.css	next.config.ts,src/pages/index.tsx,src/pages/_document.tsx,src/pages/_app.tsx,src/pages/api/hello.ts			False	True	True	True	False	False	False	False	False	False	False	False	False	True	unknown	2d56f8badbbca95b1e5b4723a1283a364839fd0bc423fc3bd0d17279217dce04	False	
glasslab-apple-liquid-glass-1-apple-liquid-glass-src	apple-liquid-glass-1	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-1	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-1/apple-liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-1/apple-liquid-glass/src	apple-liquid-glass/src	github	https://github.com/lekandigital/glass-projects-lab	Apple Liquid Glass 1 Apple Liquid Glass Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css	script.js	https://esm.sh/react,https://esm.sh/three,https://esm.sh/react-dom/client,https://esm.sh/@react-three/drei,https://esm.sh/@react-three/fiber		True	False	False	True	False	False	False	False	False	True	True	False	True	False	unknown	5e50f8971eaacb5919fe32b597122fec5cbb7eab1b2c2a8b94bb8508a81b33b1	False	
glasslab-liquid-glass-shader-liquid-glass-shader-src	liquid-glass-shader	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-shader	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-shader/liquid-glass-shader/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-shader/liquid-glass-shader/src	liquid-glass-shader/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass Shader Liquid Glass Shader Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css	script.js			False	False	False	False	False	False	False	False	False	True	True	False	False	False	unknown	6fcfa890d20a6acbf1ca0c364dd2d2487620a2b15d9d655ebf59ef417af9b68a	False	
glasslab-liquid-glass-5-liquid-glass-src	liquid-glass-5	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-5	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-5/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-5/liquid-glass/src	liquid-glass/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass 5 Liquid Glass Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css				False	False	False	False	False	False	False	False	False	False	False	True	False	False	unknown	524ad8a3e1fab041bd7b6d67cbb2ae72b88cc279c99a46cd78ca74fbad2e9fdb	False	
glasslab-liquid-glass-2-liquid-glass-src	liquid-glass-2	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-2	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-2/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-2/liquid-glass/src	liquid-glass/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass 2 Liquid Glass Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css				False	False	False	False	False	False	False	False	False	False	False	True	False	False	unknown	bb28e5da954010857837461fa5169a9e002b483448c124861f49c889edf2f433	False	
glasslab-liquid-glass-switcher-css-1-liquid-glass-switcher-css-src	liquid-glass-switcher-css-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-switcher-css-1	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-switcher-css-1/liquid-glass-switcher-css/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-switcher-css-1/liquid-glass-switcher-css/src	liquid-glass-switcher-css/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass Switcher Css 1 Liquid Glass Switcher Css Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css	script.js			False	False	False	False	False	False	False	False	False	False	False	True	False	False	unknown	1baae55c5100ef5d20a6313c9f8e02c4c50011b9b7245f7f2028191d4dc264d5	False	
glasslab-liquid-glass-4-liquid-glass-src	liquid-glass-4	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-4	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-4/liquid-glass/src	/Users/lekan/Dev/glass-projects-lab/originals/liquid-glass-4/liquid-glass/src	liquid-glass/src	github	https://github.com/lekandigital/glass-projects-lab	Liquid Glass 4 Liquid Glass Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css	script.js			False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	a8bfa00af5ef20bc7505fcee37174f0a2a9f3bb70b30fb98fa9f3497d1e2482d	False	
glasslab-apple-liquid-glass-experiments-1-apple-liquid-glass-experiments-src	apple-liquid-glass-experiments-1	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-experiments-1	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-experiments-1/apple-liquid-glass-experiments/src	/Users/lekan/Dev/glass-projects-lab/originals/apple-liquid-glass-experiments-1/apple-liquid-glass-experiments/src	apple-liquid-glass-experiments/src	github	https://github.com/lekandigital/glass-projects-lab	Apple Liquid Glass Experiments 1 Apple Liquid Glass Experiments Src	html-fragment	html-fragment	browser	npm		False				False	True	style.css	script.js			False	False	False	False	False	False	False	False	False	False	False	True	False	False	unknown	69ec3cd2af4b4171511b9c571e532071f5bf0912a33f6f1b85bea94405bdcea9	False	
